Immunization Status of School-Age Children in Illinois for School Year 2014-2015,,,,,,,,,,,,,,,,
Region-County-District-Type-School (RCDTS) ,District,Facility,,,,,,Polio,,,,,,,,
,,,Enrollment PreK-12,Unduplicated Count  Non-compliant-Immunization Requirements,Non-compliant with Physical Exam Only,Total Excluded,School Compliance %,Protected and in compliance,Religious objection,Medical reasons ,Approved schedule,McKinney Vento Act,Unprotected and in noncompliance,Vaccination Acquired,No Vaccination,Protection %
380652130261001,Athens CUSD 213,Athens Junior High School,154,9,0,0,94.16%,146,0,0,0,0,8,146,8,94.81%
380652130262001,Athens CUSD 213,Cantrall Intermediate School,245,7,0,0,97.14%,239,2,0,0,0,4,239,6,97.55%
380652130262003,Athens CUSD 213,Cantrall Elem School,425,43,0,0,89.88%,383,7,1,0,0,34,383,42,90.12%
390550010260001,Argenta-Oreana CUSD 1,Argenta-Oreana High School,298,2,3,5,98.32%,298,0,0,0,0,0,298,0,100.00%
390550010261001,Argenta-Oreana CUSD 1,Argenta-Oreana Middle School,228,6,4,10,95.61%,228,0,0,0,0,0,228,0,100.00%
390550010262002,Argenta-Oreana CUSD 1,Argenta-Oreana Elementary School,501,8,2,10,98.00%,493,1,0,0,0,7,493,8,98.40%
39055001X100000,Nonpublic School,Holy Family School,234,3,0,0,98.72%,231,0,0,0,0,3,231,3,98.72%
390550020260001,Maroa Forsyth CUSD 2,Maroa-Forsyth Senior High Sch,115,0,0,0,100.00%,115,0,0,0,0,0,115,0,100.00%
390550020261001,Maroa Forsyth CUSD 2,Maroa-Forsyth Middle School,92,0,0,0,100.00%,92,0,0,0,0,0,92,0,100.00%
390550020262003,Maroa Forsyth CUSD 2,Maroa-Forsyth Grade School,547,0,0,0,100.00%,544,3,0,0,0,0,544,3,99.45%
39055002X100000,Nonpublic School,Our Lady of Lourdes,232,1,0,1,99.57%,229,2,0,1,0,0,229,3,98.71%
390550030260001,Mt Zion CUSD 3,Mt Zion High School,715,3,0,3,99.58%,714,1,0,0,0,0,714,1,99.86%
390550030261001,Mt Zion CUSD 3,Mt Zion Jr High School,426,0,0,0,100.00%,426,0,0,0,0,0,426,0,100.00%
390550030262004,Mt Zion CUSD 3,McGaughey Elem School,408,3,3,6,98.53%,400,2,0,3,0,3,400,8,98.04%
390550030262005,Mt Zion CUSD 3,Mt Zion Elem School,353,0,0,0,100.00%,353,0,0,0,0,0,353,0,100.00%
390550030262006,Mt Zion CUSD 3,Mt Zion Intermediate School,548,1,0,1,99.82%,546,1,0,1,0,0,546,2,99.64%
39055004X100000,Nonpublic School,St Patrick Elem,162,0,0,0,100.00%,160,2,0,0,0,0,160,2,98.77%
39055006Y100000,Nonpublic School,St Teresa High School,241,0,0,0,100.00%,240,1,0,0,0,0,240,1,99.59%
39055008Z060000,Nonpublic School,Lutheran School Association,468,0,0,0,100.00%,466,1,0,1,0,0,466,2,99.57%
390550090260001,Sangamon Valley CUSD 9,Sangamon Valley High School,226,5,0,5,97.79%,226,0,0,0,0,0,226,0,100.00%
390550090261001,Sangamon Valley CUSD 9,Sangamon Valley Middle School,174,1,0,1,99.43%,173,0,0,0,0,1,173,1,99.43%
390550090262001,Sangamon Valley CUSD 9,Sangamon Valley East Elem School,169,0,0,0,100.00%,167,2,0,0,0,0,167,2,98.82%
390550090262002,Sangamon Valley CUSD 9,Sangamon Valley West Elem School,151,1,0,1,99.34%,150,0,0,0,0,1,150,1,99.34%
390550110260001,Warrensburg-Latham CUSD 11,Warrensburg-Latham High School,314,1,1,2,99.36%,313,1,0,0,0,0,313,1,99.68%
390550110261002,Warrensburg-Latham CUSD 11,Warrensburg-Latham Middle Sch,211,0,0,0,100.00%,211,0,0,0,0,0,211,0,100.00%
390550110262001,Warrensburg-Latham CUSD 11,Warrensburg-Latham Elem Sch,456,3,1,4,99.12%,452,1,0,0,0,3,452,4,99.12%
390550150260001,Meridian CUSD 15,Meridian High School,336,0,0,0,100.00%,336,0,0,0,0,0,336,0,100.00%
390550150261001,Meridian CUSD 15,Meridian Middle School,199,1,0,0,99.50%,199,0,0,0,0,0,199,0,100.00%
390550150262001,Meridian CUSD 15,Meridian Intermediate School,224,0,0,0,100.00%,224,0,0,0,0,0,224,0,100.00%
390550150262002,Meridian CUSD 15,Meridian Primary School,295,1,2,3,98.98%,292,1,0,1,0,1,292,3,98.98%
39055016Z260000,Nonpublic School,Decatur Christian School,248,8,6,0,94.35%,238,7,0,1,0,2,238,10,95.97%
390550610250036,Decatur SD 61,Eisenhower High School,"1,032",3,31,34,96.71%,"1,031",1,0,0,0,0,"1,031",1,99.90%
390550610250038,Decatur SD 61,MacArthur High School,"1,057",13,25,38,96.40%,"1,054",1,0,0,0,2,"1,054",3,99.72%
390550610251030,Decatur SD 61,Thomas Jefferson Middle School,463,2,0,2,99.57%,463,0,0,0,0,0,463,0,100.00%
390550610251034,Decatur SD 61,Stephen Decatur Middle School,346,6,4,10,97.11%,346,0,0,0,0,0,346,0,100.00%
390550610252004,Decatur SD 61,Dennis Elem School,422,11,1,12,97.16%,420,0,0,0,0,2,420,2,99.53%
390550610252005,Decatur SD 61,Durfee Elem School,327,3,9,9,96.33%,323,0,0,0,4,0,323,4,98.78%
390550610252007,Decatur SD 61,Enterprise Elem School,308,11,0,11,96.43%,300,0,0,0,0,8,300,8,97.40%
390550610252009,Decatur SD 61,Benjamin Franklin Elem School,257,13,4,16,93.39%,252,0,0,0,0,5,252,5,98.05%
390550610252010,Decatur SD 61,Mary W French Academy,291,18,6,24,91.75%,280,0,2,0,0,9,280,11,96.22%
390550610252011,Decatur SD 61,Garfield Montessori School,378,3,0,2,99.21%,369,8,0,0,0,1,369,9,97.62%
390550610252014,Decatur SD 61,William Harris Elem School,298,16,5,16,92.95%,285,1,1,0,0,11,285,13,95.64%
390550610252016,Decatur SD 61,Muffley Elem School,375,8,4,12,96.80%,371,0,0,0,0,4,371,4,98.93%
390550610252017,Decatur SD 61,Oak Grove Accelerated School,281,17,2,18,93.24%,277,0,0,0,0,4,277,4,98.58%
390550610252019,Decatur SD 61,Parsons Accelerated School,341,13,6,16,94.43%,335,0,0,0,0,6,335,6,98.24%
39055061025201C,Decatur SD 61,Robertson Charter School,363,39,7,39,87.33%,339,0,0,0,0,24,339,24,93.39%
390550610252023,Decatur SD 61,South Shores Elem School,302,9,4,13,95.70%,295,1,0,0,0,6,295,7,97.68%
390550610252025,Decatur SD 61,Stevenson Accelerated School,270,7,3,7,96.30%,268,0,0,1,0,1,268,2,99.26%
390550610252031,Decatur SD 61,Michael E Baum Elem School,422,11,5,16,96.21%,414,3,1,0,0,4,414,8,98.10%
390550610252032,Decatur SD 61,Johns Hill Magnet School,494,1,1,2,99.60%,491,1,0,1,0,1,491,3,99.39%
390550610252034,Decatur SD 61,Hope Academy,540,21,8,24,94.63%,527,0,0,0,0,13,527,13,97.59%
390550610253001,Decatur SD 61,Pershing Early Learning Center,499,1,14,15,96.99%,497,1,0,0,0,1,497,2,99.60%
390550610253004,Decatur SD 61,Phoenix Enrichment Center,66,0,2,2,96.97%,66,0,0,0,0,0,66,0,100.00%
39074004X140000,Nonpublic School,Faith Christian School,57,0,0,0,100.00%,57,0,0,0,0,0,57,0,100.00%
390740050260001,Bement CUSD 5,Bement High School,106,0,0,0,100.00%,106,0,0,0,0,0,106,0,100.00%
390740050261001,Bement CUSD 5,Bement Middle School,90,1,0,1,98.89%,90,0,0,0,0,0,90,0,100.00%
390740050262001,Bement CUSD 5,Bement Elementary School,157,1,2,3,98.09%,156,0,0,0,0,1,156,1,99.36%
39074006Z260000,Nonpublic School,Monticello Christian Academy,43,11,0,0,74.42%,38,0,1,0,0,4,38,5,88.37%
390740250260001,Monticello CUSD 25,Monticello High School,500,0,0,0,100.00%,492,7,0,1,0,0,492,8,98.40%
390740250261002,Monticello CUSD 25,Monticello Middle School,396,0,0,0,100.00%,395,1,0,0,0,0,395,1,99.75%
390740250262002,Monticello CUSD 25,Lincoln Elem School,254,0,0,0,100.00%,249,4,0,1,0,0,249,5,98.03%
390740250262005,Monticello CUSD 25,White Heath Elem School,205,0,0,0,100.00%,203,2,0,0,0,0,203,2,99.02%
390740250262006,Monticello CUSD 25,Washington School,237,0,0,0,100.00%,236,1,0,0,0,0,236,1,99.58%
390740570260001,Deland-Weldon CUSD 57,Deland-Weldon High School,60,0,0,0,100.00%,60,0,0,0,0,0,60,0,100.00%
390740570261001,Deland-Weldon CUSD 57,Deland-Weldon Middle School,38,0,0,0,100.00%,38,0,0,0,0,0,38,0,100.00%
390740570262002,Deland-Weldon CUSD 57,Deland-Weldon Elem School,123,2,0,2,98.37%,121,0,0,0,0,2,121,2,98.37%
390741000260001,Cerro Gordo CUSD 100,Cerro Gordo High School,178,0,0,0,100.00%,178,0,0,0,0,0,178,0,100.00%
390741000261001,Cerro Gordo CUSD 100,Cerro Gordo Middle School,142,0,0,0,100.00%,142,0,0,0,0,0,142,0,100.00%
390741000262003,Cerro Gordo CUSD 100,Cerro Gordo Elem School,220,0,0,0,100.00%,218,0,0,2,0,0,218,2,99.09%
40007002X100000,Nonpublic School,St Mary School,83,0,0,0,100.00%,83,0,0,0,0,0,83,0,100.00%
40007003X100000,Nonpublic School,St Norbert School,67,0,0,0,100.00%,67,0,0,0,0,0,67,0,100.00%
400070400260001,Calhoun CUSD 40,Calhoun High School,160,0,0,0,100.00%,159,0,0,1,0,0,159,1,99.38%
400070400262001,Calhoun CUSD 40,Calhoun Elementary/ Jr High Sch,253,0,0,0,100.00%,251,2,0,0,0,0,251,2,99.21%
400070420260001,Brussels CUSD 42,Brussels High School,67,0,0,0,100.00%,67,0,0,0,0,0,67,0,100.00%
400070420262001,Brussels CUSD 42,Brussels Grade School,55,0,0,0,100.00%,55,0,0,0,0,0,55,0,100.00%
400310010260003,Carrollton CUSD 1,Carrollton High School,230,0,0,0,100.00%,230,0,0,0,0,0,230,0,100.00%
400310010262001,Carrollton CUSD 1,Carrollton Grade School,396,2,1,3,99.24%,394,1,0,0,0,1,394,2,99.49%
40031001X100000,Nonpublic School,St John the Evangelist School,160,0,0,0,100.00%,157,3,0,0,0,0,157,3,98.13%
400310030260001,North Greene CUSD 3,North Greene Jr/Sr High Sch,416,2,1,3,99.28%,416,0,0,0,0,0,416,0,100.00%
400310030262002,North Greene CUSD 3,North Greene Elem,521,3,0,0,99.42%,518,1,0,1,0,1,518,3,99.42%
400310100260001,Greenfield CUSD 10,Greenfield High School,128,2,0,0,98.44%,126,0,0,0,0,2,126,2,98.44%
400310100262003,Greenfield CUSD 10,Greenfield Elem School,324,4,3,1,97.84%,320,2,0,0,0,2,320,4,98.77%
40042002X100000,Nonpublic School,St Francis/Holy Ghost School,395,0,0,0,100.00%,390,5,0,0,0,0,390,5,98.73%
400421000260001,Jersey CUSD 100,Jersey Comm High School,"1,059",6,0,6,99.43%,"1,056",3,0,0,0,0,"1,056",3,99.72%
400421000261002,Jersey CUSD 100,Illini Middle School,547,2,0,1,99.63%,544,3,0,0,0,0,544,3,99.45%
400421000262006,Jersey CUSD 100,Grafton Elem School,191,1,0,0,99.48%,190,0,0,0,0,1,190,1,99.48%
400421000262007,Jersey CUSD 100,Jerseyville East Elem School,449,0,1,1,99.78%,447,2,0,0,0,0,447,2,99.55%
400421000262008,Jersey CUSD 100,Jerseyville West Elem School,427,1,0,0,99.77%,418,0,4,4,0,1,418,9,97.89%
400560010260002,Carlinville CUSD 1,Carlinville High School,418,1,0,1,99.76%,415,3,0,0,0,0,415,3,99.28%
400560010261001,Carlinville CUSD 1,Carlinville Middle School,351,1,1,2,99.43%,347,3,0,1,0,0,347,4,98.86%
400560010262005,Carlinville CUSD 1,Carlinville Primary School,415,5,1,6,98.55%,406,3,0,1,1,4,406,9,97.83%
400560010262006,Carlinville CUSD 1,Carlinville Intermediate School,288,1,0,1,99.65%,279,5,0,3,0,1,279,9,96.88%
40056001X100000,Nonpublic School,St Michael School,55,0,0,0,100.00%,55,0,0,0,0,0,55,0,100.00%
400560020260004,Northwestern CUSD 2,Northwestern High School,99,0,1,0,98.99%,99,0,0,0,0,0,99,0,100.00%
400560020261001,Northwestern CUSD 2,Northwestern Jr High School,59,0,0,0,100.00%,58,1,0,0,0,0,58,1,98.31%
400560020262005,Northwestern CUSD 2,Northwestern Elem School,201,0,2,0,99.00%,196,4,0,1,0,0,196,5,97.51%
40056002X060000,Nonpublic School,Zion Lutheran School,99,0,0,0,100.00%,99,0,0,0,0,0,99,0,100.00%
400560050260001,Mount Olive CUSD 5,Mt Olive High School,175,0,0,0,100.00%,175,0,0,0,0,0,175,0,100.00%
400560050262001,Mount Olive CUSD 5,Mt Olive Elementary School,355,0,0,0,100.00%,353,1,0,1,0,0,353,2,99.44%
400560060260001,Staunton CUSD 6,Staunton High School,360,1,0,1,99.72%,360,0,0,0,0,0,360,0,100.00%
400560060261001,Staunton CUSD 6,Staunton Jr High School,263,3,0,3,98.86%,263,0,0,0,0,0,263,0,100.00%
400560060262001,Staunton CUSD 6,Staunton Elem School,623,3,0,3,99.52%,620,0,0,3,0,0,620,3,99.52%
400560070260003,Gillespie CUSD 7,Gillespie High School,367,0,1,1,99.73%,367,0,0,0,0,0,367,0,100.00%
400560070261002,Gillespie CUSD 7,Gillespie Middle School,305,1,0,1,99.67%,305,0,0,0,0,0,305,0,100.00%
400560070262003,Gillespie CUSD 7,Ben-Gil Elementary School,649,0,0,0,100.00%,648,1,0,0,0,0,648,1,99.85%
400560080260001,Bunker Hill CUSD 8,Bunker Hill High School,200,0,0,0,100.00%,200,0,0,0,0,0,200,0,100.00%
400560080261001,Bunker Hill CUSD 8,Wolf Ridge Junior High School,137,1,1,2,98.54%,137,0,0,0,0,0,137,0,100.00%
400560080262003,Bunker Hill CUSD 8,Wolf Ridge Elementary,298,0,1,0,99.66%,297,0,0,0,1,0,297,1,99.66%
400560090260001,Southwestern CUSD 9,Southwestern High School,495,0,1,0,99.80%,495,0,0,0,0,0,495,0,100.00%
400560090261002,Southwestern CUSD 9,Southwestern Middle School,258,0,0,0,100.00%,257,1,0,0,0,0,257,1,99.61%
400560090262004,Southwestern CUSD 9,Medora Elem School,151,4,1,5,96.69%,151,0,0,0,0,0,151,0,100.00%
400560090262005,Southwestern CUSD 9,Shipman Elem School,123,0,0,0,100.00%,120,1,0,2,0,0,120,3,97.56%
400560090262006,Southwestern CUSD 9,Brighton North Elem School,505,0,2,2,99.60%,494,9,0,2,0,0,494,11,97.82%
400560090263001,Southwestern CUSD 9,Brighton West,38,0,2,0,94.74%,36,2,0,0,0,0,36,2,94.74%
400560340260001,North Mac CUSD 34,North Mac High School,435,8,3,11,97.47%,433,2,0,0,0,0,433,2,99.54%
400560340262001,North Mac CUSD 34,North Mac Intermediate,664,10,0,10,98.49%,662,2,0,0,0,0,662,2,99.70%
400560340262002,North Mac CUSD 34,North Mac Elementary,481,6,2,8,98.34%,478,1,0,0,2,0,478,3,99.38%
410570010260001,Roxana CUSD 1,Roxana Sr High School,539,5,8,9,97.59%,538,0,0,0,0,1,538,1,99.81%
410570010261001,Roxana CUSD 1,Roxana Junior High School,410,5,1,3,98.54%,410,0,0,0,0,0,410,0,100.00%
410570010262004,Roxana CUSD 1,Central Elem School,443,0,3,3,99.32%,441,1,1,0,0,0,441,2,99.55%
410570010262006,Roxana CUSD 1,South Roxana Elem School,498,16,8,24,95.18%,480,3,0,2,0,13,480,18,96.39%
410570020260001,Triad CUSD 2,Triad High School,"1,150",2,1,2,99.74%,"1,149",0,1,0,0,0,"1,149",1,99.91%
410570020262003,Triad CUSD 2,Marine Elem School,110,0,0,0,100.00%,110,0,0,0,0,0,110,0,100.00%
410570020262004,Triad CUSD 2,Silver Creek Elementary,650,0,0,0,100.00%,649,0,0,1,0,0,649,1,99.85%
410570020262005,Triad CUSD 2,St Jacob Elem School,220,0,0,0,100.00%,219,1,0,0,0,0,219,1,99.55%
410570020262008,Triad CUSD 2,C A Henning School,734,0,0,0,100.00%,733,1,0,0,0,0,733,1,99.86%
41057002Z200000,Nonpublic School,Mississippi Valley Christian Sch,91,0,0,0,100.00%,91,0,0,0,0,0,91,0,100.00%
410570030262002,Venice CUSD 3,Venice Elem School,119,0,0,0,100.00%,111,0,0,0,8,0,111,8,93.28%
41057003X060000,Nonpublic School,Holy Cross Lutheran School,162,9,0,0,94.44%,159,2,0,0,0,1,159,3,98.15%
41057004X160000,Nonpublic School,Montessori Childrens House,82,0,0,0,100.00%,73,2,7,0,0,0,73,9,89.02%
410570050260001,Highland CUSD 5,Highland High School,976,1,0,1,99.90%,972,4,0,0,0,0,972,4,99.59%
410570050261002,Highland CUSD 5,Highland Middle School,666,14,2,16,97.60%,663,3,0,0,0,0,663,3,99.55%
410570050262003,Highland CUSD 5,Highland Primary School,590,1,0,1,99.83%,586,3,0,1,0,0,586,4,99.32%
410570050262004,Highland CUSD 5,Alhambra Primary School,151,0,0,0,100.00%,150,0,1,0,0,0,150,1,99.34%
410570050262005,Highland CUSD 5,Grantfork Upper Elementary Sch,66,0,0,0,100.00%,65,0,1,0,0,0,65,1,98.48%
410570050262008,Highland CUSD 5,Highland Elementary  School,538,0,0,0,100.00%,535,3,0,0,0,0,535,3,99.44%
41057005Y100000,Nonpublic School,Marquette Catholic High School,422,0,0,0,100.00%,406,0,0,16,0,0,406,16,96.21%
41057006X100000,Nonpublic School,St Paul Catholic School,244,0,0,0,100.00%,243,1,0,0,0,0,243,1,99.59%
410570070260001,Edwardsville CUSD 7,Edwardsville High School,"2,433",1,0,0,99.96%,"2,430",3,0,0,0,0,"2,430",3,99.88%
410570070261001,Edwardsville CUSD 7,Liberty Middle School,953,1,0,0,99.90%,949,3,0,0,0,1,949,4,99.58%
410570070261002,Edwardsville CUSD 7,Lincoln Middle School,819,0,0,0,100.00%,814,5,0,0,0,0,814,5,99.39%
410570070262003,Edwardsville CUSD 7,Columbus Elem School,333,1,0,0,99.70%,330,2,0,0,0,1,330,3,99.10%
410570070262004,Edwardsville CUSD 7,LeClaire Elem School,359,0,0,0,100.00%,351,8,0,0,0,0,351,8,97.77%
410570070262005,Edwardsville CUSD 7,Worden Elementary School,252,0,0,0,100.00%,249,3,0,0,0,0,249,3,98.81%
410570070262006,Edwardsville CUSD 7,Glen Carbon Elem School,380,3,1,0,98.95%,372,4,1,0,0,3,372,8,97.89%
410570070262007,Edwardsville CUSD 7,N O Nelson Elem School,345,2,1,1,99.13%,339,4,0,0,0,2,339,6,98.26%
410570070262008,Edwardsville CUSD 7,Hamel Elementary School,133,0,0,0,100.00%,131,2,0,0,0,0,131,2,98.50%
410570070262009,Edwardsville CUSD 7,Midway School,147,0,0,0,100.00%,147,0,0,0,0,0,147,0,100.00%
410570070262010,Edwardsville CUSD 7,Woodland Elementary School,461,1,0,0,99.78%,453,7,0,0,0,1,453,8,98.26%
410570070262011,Edwardsville CUSD 7,Goshen Elementary,388,1,0,1,99.74%,385,2,0,0,0,1,385,3,99.23%
410570070262012,Edwardsville CUSD 7,Albert Cassens Elementary,547,0,1,0,99.82%,542,4,1,0,0,0,542,5,99.09%
41057007X100000,Nonpublic School,Our Lady Queen of Peace,145,0,0,0,100.00%,145,0,0,0,0,0,145,0,100.00%
410570080260001,Bethalto CUSD 8,Civic Memorial High School,789,14,5,5,97.59%,787,1,0,0,0,1,787,2,99.75%
410570080261002,Bethalto CUSD 8,Wilbur Trimpe Middle School,573,18,0,15,96.86%,570,1,0,0,0,2,570,3,99.48%
410570080262003,Bethalto CUSD 8,Bethalto East Primary School,438,14,0,0,96.80%,426,1,0,0,0,11,426,12,97.26%
410570080262007,Bethalto CUSD 8,Meadowbrook Intermediate Sch,400,0,0,0,100.00%,399,1,0,0,0,0,399,1,99.75%
410570080262009,Bethalto CUSD 8,Parkside Primary School,339,0,0,0,100.00%,337,2,0,0,0,0,337,2,99.41%
410570090260001,Granite City CUSD 9,Granite City High School,"1,984",23,60,83,95.82%,"1,981",0,0,0,0,3,"1,981",3,99.85%
410570090261003,Granite City CUSD 9,Coolidge Junior High Sch,979,3,0,2,99.69%,976,0,0,0,0,3,976,3,99.69%
410570090261004,Granite City CUSD 9,Grigsby Intermediate Sch,943,39,0,39,95.86%,942,0,0,1,0,0,942,1,99.89%
410570090262007,Granite City CUSD 9,Frohardt Elem School,478,3,0,3,99.37%,475,0,0,0,0,3,475,3,99.37%
410570090262012,Granite City CUSD 9,Maryville Elem School,388,3,1,4,98.97%,385,0,0,0,0,3,385,3,99.23%
410570090262013,Granite City CUSD 9,Mitchell Elementary School,392,8,5,13,96.68%,385,0,0,0,0,7,385,7,98.21%
410570090262016,Granite City CUSD 9,Worthen Elem School,340,5,1,5,98.24%,336,0,0,0,0,4,336,4,98.82%
410570090262020,Granite City CUSD 9,Wilson Elem School,322,3,0,2,99.07%,318,0,0,0,1,3,318,4,98.76%
410570090262022,Granite City CUSD 9,Prather Elementary School,446,3,1,4,99.10%,442,0,0,1,0,3,442,4,99.10%
41057009X100000,Nonpublic School,St Ambrose School,253,0,0,0,100.00%,247,1,5,0,0,0,247,6,97.63%
410570100260001,Collinsville CUSD 10,Collinsville High School,"1,950",9,10,19,99.03%,"1,946",2,0,0,0,2,"1,946",4,99.79%
410570100261003,Collinsville CUSD 10,Collinsville Middle School,974,6,0,0,99.38%,971,3,0,0,0,0,971,3,99.69%
410570100262001,Collinsville CUSD 10,Webster Elementary School,405,4,0,0,99.01%,399,2,0,0,0,4,399,6,98.52%
410570100262006,Collinsville CUSD 10,Caseyville Elementary School,331,0,0,0,100.00%,330,0,1,0,0,0,330,1,99.70%
410570100262011,Collinsville CUSD 10,Kreitner Elem School,402,10,0,0,97.51%,394,0,0,0,0,8,394,8,98.01%
410570100262013,Collinsville CUSD 10,Jefferson Elem School,121,1,0,0,99.17%,119,1,0,0,0,1,119,2,98.35%
410570100262014,Collinsville CUSD 10,John A Renfro Elementary School,583,8,0,5,98.63%,569,5,1,0,0,8,569,14,97.60%
410570100262020,Collinsville CUSD 10,Summit Elementary School,116,2,0,0,98.28%,114,0,0,0,0,2,114,2,98.28%
410570100262022,Collinsville CUSD 10,Maryville Elem School,423,6,0,0,98.58%,414,4,0,0,0,5,414,9,97.87%
410570100262023,Collinsville CUSD 10,Twin Echo Elem School,217,1,0,0,99.54%,216,0,0,0,0,1,216,1,99.54%
410570100262024,Collinsville CUSD 10,Dorris Intermediate Sch,953,11,0,10,98.85%,951,1,0,0,0,1,951,2,99.79%
410570100263001,Collinsville CUSD 10,Hollywood Heights,18,0,0,0,100.00%,18,0,0,0,0,0,18,0,100.00%
410570110260001,Alton CUSD 11,Alton High School,"2,003",18,16,34,98.30%,"1,992",10,0,0,0,1,"1,992",11,99.45%
410570110261006,Alton CUSD 11,Alton Middle School,"1,455",24,2,26,98.21%,"1,448",7,0,0,0,0,"1,448",7,99.52%
410570110262007,Alton CUSD 11,Eunice Smith Elem School,318,6,0,6,98.11%,311,0,1,0,0,6,311,7,97.80%
410570110262010,Alton CUSD 11,Gilson Brown Elem School,287,3,4,7,97.56%,283,1,0,0,0,3,283,4,98.61%
410570110262015,Alton CUSD 11,Lewis & Clark Elem School,295,3,1,4,98.64%,293,0,0,0,0,2,293,2,99.32%
410570110262024,Alton CUSD 11,Lovejoy Elem School,275,49,2,8,81.45%,270,0,0,0,0,5,270,5,98.18%
410570110262028,Alton CUSD 11,West Elementary School,603,4,6,10,98.34%,589,9,0,1,0,4,589,14,97.68%
410570110262029,Alton CUSD 11,East Elementary School,542,9,3,12,97.79%,531,2,0,0,0,9,531,11,97.97%
410570110262030,Alton CUSD 11,North Elementary School,538,5,2,7,98.70%,529,4,0,0,0,5,529,9,98.33%
410570110263004,Alton CUSD 11,Early Childhood,246,7,7,14,94.31%,238,0,0,1,0,7,238,8,96.75%
41057011X100000,Nonpublic School,St Boniface,254,0,0,0,100.00%,251,2,1,0,0,0,251,3,98.82%
410570120260001,Madison CUSD 12,Madison Senior High School,168,6,10,16,90.48%,165,0,0,0,0,3,165,3,98.21%
410570120261003,Madison CUSD 12,Madison Jr High School,141,22,1,23,83.69%,134,0,0,0,0,7,134,7,95.04%
410570120262008,Madison CUSD 12,Bernard Long Elem School,486,57,13,70,85.60%,430,0,0,0,0,56,430,56,88.48%
410570120263001,Madison CUSD 12,Madison Student Support Center,21,3,4,7,66.67%,18,0,0,0,0,3,18,3,85.71%
41057012X100000,Nonpublic School,St Elizabeth School,203,0,0,0,100.00%,198,0,0,5,0,0,198,5,97.54%
410570130021001,East Alton SD 13,East Alton Middle School,231,1,0,0,99.57%,231,0,0,0,0,0,231,0,100.00%
410570130022002,East Alton SD 13,Eastwood Elem School,468,1,0,0,99.79%,466,0,0,1,0,1,466,2,99.57%
410570130023002,East Alton SD 13,Washington Elem School,148,0,0,0,100.00%,148,0,0,0,0,0,148,0,100.00%
410570140160001,East Alton-Wood River CHSD 14,East Alton-Wood River High Sch,538,4,5,1,98.33%,538,0,0,0,0,0,538,0,100.00%
410570150031001,Wood River-Hartford ESD 15,Lewis-Clark Jr High School,222,3,0,3,98.65%,222,0,0,0,0,0,222,0,100.00%
410570150032002,Wood River-Hartford ESD 15,Lewis-Clark Elem School,342,1,1,2,99.42%,341,0,0,0,0,1,341,1,99.71%
410570150032004,Wood River-Hartford ESD 15,Hartford Elem School,221,0,0,0,100.00%,221,0,0,0,0,0,221,0,100.00%
41057015X100000,Nonpublic School,Holy Family Catholic School,187,0,1,1,99.47%,185,2,0,0,0,0,185,2,98.93%
41057018X020000,Nonpublic School,Maryville Christian School,234,1,0,1,99.57%,230,3,0,0,0,1,230,4,98.29%
41057023X060000,Nonpublic School,St Paul Lutheran,97,0,0,0,100.00%,95,2,0,0,0,0,95,2,97.94%
41057024X060000,Nonpublic School,St Peter Lutheran School,33,0,0,0,100.00%,31,0,2,0,0,0,31,2,93.94%
41057026X100000,Nonpublic School,SS Peter and Paul School,198,0,0,0,100.00%,198,0,0,0,0,0,198,0,100.00%
41057027X060000,Nonpublic School,Trinity Lutheran,188,0,0,0,100.00%,186,0,2,0,0,0,186,2,98.94%
41057030X060000,Nonpublic School,Zion Lutheran School,289,0,0,0,100.00%,286,2,1,0,0,0,286,3,98.96%
41057033X100000,Nonpublic School,St Marys School,178,0,0,0,100.00%,178,0,0,0,0,0,178,0,100.00%
41057035X100000,Nonpublic School,St Mary,358,0,0,0,100.00%,355,2,1,0,0,0,355,3,99.16%
41057036X160000,Nonpublic School,Metro East Montessori School,76,8,1,0,88.16%,67,4,0,1,0,4,67,9,88.16%
41057046P003101,Early Childhood,Step by Step Brighton,20,0,0,0,100.00%,20,0,0,0,0,0,20,0,100.00%
41057046P003102,Early Childhood,Step by Step-Alton,19,0,0,0,100.00%,19,0,0,0,0,0,19,0,100.00%
41057070Y060000,Nonpublic School,Metro-East Lutheran High School,200,0,0,0,100.00%,199,1,0,0,0,0,199,1,99.50%
41057073X100000,Nonpublic School,St Peter and Paul School,93,0,0,0,100.00%,92,0,0,0,1,0,92,1,98.92%
41057074X100000,Nonpublic School,St John Neumann,201,0,0,0,100.00%,201,0,0,0,0,0,201,0,100.00%
41057077Z200000,Nonpublic School,Bethel Christian Academy,105,0,0,0,100.00%,105,0,0,0,0,0,105,0,100.00%
41057078X060000,Nonpublic School,Good Shepherd Lutheran,352,0,0,0,100.00%,345,6,1,0,0,0,345,7,98.01%
41057101Y100000,Nonpublic School,Father McGivney Catholic H S,87,0,0,0,100.00%,87,0,0,0,0,0,87,0,100.00%
430590050260001,Henry-Senachwine CUSD 5,Henry-Senachwine High School,194,0,0,0,100.00%,193,1,0,0,0,0,193,1,99.48%
430590050262001,Henry-Senachwine CUSD 5,Henry-Senachwine Grade School,426,0,0,0,100.00%,424,2,0,0,0,0,424,2,99.53%
