Immunization School Survey Report 2004-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCDT,Region,District,School,Total Sch. Enroll.,Total - NC,Unduplic.,Total Excluded,NC-PE Only,Polio Prot.,Polio Rel.,Polio Med.,Polio App. Sch.,Polio UP/NC,Polio Total,DTP Prot.,DTP-Rel.,DTP-Med.,DTP-AS,DTP-UP/NC,DTP-Total,Meas. Prot.,Meas. Rel.,Meas. Med.,Meas. AS,Meas. UP/NC,Meas. Total,Rubella Prot.,Rubella-Rel.,Rubella-Med.,Rubella-AS,Rubella-UP/NC,Rubella-Total,Mump Prot.,Mump Rel.,Mump Med.,Mump AS,Mump UP/NC,Mump Total,HepB Prot.,HepB Rel.,HepB Med.,HepB AS,HepB Excluded,HepB UP/NC,HepB Total,Hib Prot.,Hib Rel.,Hib Med.,Hib AS,Hib Excluded,Hib UP/NC,Hib Total,Cpox Prot.,Cpox Rel.,Cpox Med.,Cpox AS,Cpox UP/NC,Cpox Total,,,,
13095049004,13,0490,2002,372,3,3,0,0,369,0,0,0,3,372,366,0,3,0,3,372,369,0,0,0,3,372,369,0,0,0,3,372,369,0,0,0,3,372,325,0,0,0,44,3,328,67,0,0,0,301,3,70,67,0,0,0,3,70,,,,
13095099016,13,0990,0001,501,0,0,0,0,501,0,0,0,0,501,499,0,2,0,0,501,501,0,0,0,0,501,501,0,0,0,0,501,501,0,0,0,0,501,500,0,0,1,0,0,501,0,0,0,0,501,0,0,0,0,0,0,0,0,,,,
Totals Washington County,,,,"2,610",7,7,0,0,"2,595",4,0,5,6,"2,610","2,585",5,9,5,6,"2,610","2,597",4,2,2,5,"2,610","2,598",4,1,2,5,"2,610","2,598",4,1,2,5,"2,610","1,844",1,4,3,755,3,"1,855",174,0,0,1,"2,431",3,178,558,1,1,1,5,566,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20096006004,20,0060,2001,183,4,4,0,0,180,0,0,1,2,183,180,0,0,1,2,183,178,0,0,2,3,183,178,0,0,2,3,183,178,0,0,2,3,183,89,0,0,1,93,0,90,0,0,0,0,183,0,0,53,0,0,0,2,55,,,,
20096014004,20,0140,2001,111,0,0,0,0,111,0,0,0,0,111,111,0,0,0,0,111,111,0,0,0,0,111,111,0,0,0,0,111,111,0,0,0,0,111,60,0,0,0,51,0,60,0,0,0,0,111,0,0,30,0,0,0,0,30,,,,
20096017004,20,0170,2001,185,0,0,0,0,185,0,0,0,0,185,184,0,1,0,0,185,185,0,0,0,0,185,185,0,0,0,0,185,185,0,0,0,0,185,81,0,0,3,101,0,84,2,0,0,0,185,0,2,66,0,0,0,0,66,,,,
20096100026,20,1000,2003,80,0,0,0,0,80,0,0,0,0,80,80,0,0,0,0,80,80,0,0,0,0,80,80,0,0,0,0,80,80,0,0,0,0,80,0,0,0,0,80,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,,,,
20096100026,20,1000,2004,64,0,0,0,0,63,0,0,1,0,64,62,0,0,2,0,64,62,0,0,2,0,64,62,0,0,2,0,64,62,0,0,2,0,64,15,0,0,0,49,0,15,15,0,0,0,49,0,15,64,0,0,0,0,64,,,,
20096100026,20,1000,2005,275,0,0,0,0,275,0,0,0,0,275,275,0,0,0,0,275,275,0,0,0,0,275,275,0,0,0,0,275,275,0,0,0,0,275,188,0,0,3,84,0,191,0,0,0,0,275,0,0,0,0,0,0,0,0,,,,
20096100026,20,1000,0001,193,0,0,0,0,193,0,0,0,0,193,191,0,0,2,0,193,193,0,0,0,0,193,193,0,0,0,0,193,193,0,0,0,0,193,193,0,0,0,0,0,193,0,0,0,0,193,0,0,0,0,0,0,0,0,,,,
20096112004,20,1120,2001,462,0,0,2,0,462,0,0,0,0,462,462,0,0,0,0,462,460,0,2,0,0,462,460,0,2,0,0,462,460,0,2,0,0,462,396,0,0,0,66,0,396,95,0,0,0,367,0,95,114,0,0,0,0,114,,,,
20096112004,20,1120,2002,245,0,0,0,0,245,0,0,0,0,245,245,0,0,0,0,245,243,0,2,0,0,245,243,0,2,0,0,245,243,0,2,0,0,245,0,0,0,0,245,0,0,0,0,0,0,245,0,0,193,0,0,0,0,193,,,,
20096200026,20,2000,1001,111,2,1,2,1,111,0,0,0,0,111,111,0,0,0,0,111,110,0,0,0,1,111,111,0,0,0,0,111,111,0,0,0,0,111,110,0,0,0,0,1,111,0,0,0,0,111,0,0,0,0,0,0,0,0,,,,
20096200026,20,2000,2002,84,0,0,0,0,84,0,0,0,0,84,84,0,0,0,0,84,84,0,0,0,0,84,84,0,0,0,0,84,84,0,0,0,0,84,0,0,0,0,84,0,0,0,0,0,0,84,0,0,52,0,0,0,0,52,,,,
20096200026,20,2000,2003,121,1,1,1,0,119,0,0,1,1,121,119,0,0,1,1,121,119,0,0,1,1,121,119,0,0,1,1,121,119,0,0,1,1,121,28,0,0,0,92,1,29,28,0,0,0,92,1,29,86,0,0,1,1,88,,,,
20096200026,20,2000,0001,150,3,2,3,1,150,0,0,0,0,150,147,0,0,1,2,150,150,0,0,0,0,150,150,0,0,0,0,150,150,0,0,0,0,150,150,0,0,0,0,0,150,0,0,0,0,150,0,0,0,0,0,0,0,0,,,,
20096225016,20,2250,0001,506,0,0,0,0,506,0,0,0,0,506,483,0,0,23,0,506,506,0,0,0,0,506,506,0,0,0,0,506,506,0,0,0,0,506,504,0,0,2,0,0,506,0,0,0,0,506,0,0,0,0,0,0,0,0,,,,
Totals Wayne County,,,,"2,770",10,8,8,2,"2,764",0,0,3,3,"2,770","2,734",0,1,30,5,"2,770","2,756",0,4,5,5,"2,770","2,757",0,4,5,4,"2,770","2,757",0,4,5,4,"2,770","1,814",0,0,9,945,2,"1,825",140,0,0,0,"2,631",1,141,658,0,0,1,3,662,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20097001026,20,0010,2002,189,3,3,6,0,189,0,0,0,0,189,189,0,0,0,0,189,189,0,0,0,0,189,189,0,0,0,0,189,189,0,0,0,0,189,59,0,0,0,130,0,59,35,0,0,0,154,0,35,109,0,0,0,3,112,,,,
20097001026,20,0010,0003,179,8,8,2,0,179,0,0,0,0,179,173,0,0,0,6,179,178,0,0,0,1,179,178,0,0,0,1,179,178,0,0,0,1,179,176,0,0,0,0,3,179,0,0,0,0,179,0,0,0,0,0,0,0,0,,,,
20097003026,20,0030,2002,343,4,0,0,4,342,0,0,1,0,343,342,0,0,1,0,343,338,0,2,3,0,343,338,0,2,3,0,343,338,0,2,3,0,343,142,0,0,2,199,0,144,0,0,0,0,343,0,0,111,0,0,3,0,114,,,,
20097003026,20,0030,2003,155,0,0,0,0,155,0,0,0,0,155,155,0,0,0,0,155,155,0,0,0,0,155,155,0,0,0,0,155,155,0,0,0,0,155,88,0,0,3,64,0,91,25,0,0,0,130,0,25,67,0,0,0,0,67,,,,
20097003026,20,0030,0001,248,0,0,0,0,248,0,0,0,0,248,246,0,0,2,0,248,248,0,0,0,0,248,248,0,0,0,0,248,248,0,0,0,0,248,242,1,2,3,0,0,248,0,0,0,0,248,0,0,0,0,0,0,0,0,,,,
20097005026,20,0050,1007,339,4,3,4,1,339,0,0,0,0,339,336,0,0,0,3,339,339,0,0,0,0,339,339,0,0,0,0,339,339,0,0,0,0,339,338,0,0,1,0,0,339,0,0,0,0,339,0,0,0,0,0,0,0,0,,,,
20097005026,20,0050,2005,200,0,0,0,0,200,0,0,0,0,200,200,0,0,0,0,200,200,0,0,0,0,200,200,0,0,0,0,200,200,0,0,0,0,200,0,0,0,0,200,0,0,0,0,0,0,200,0,0,101,0,0,0,0,101,,,,
20097005026,20,0050,2006,164,2,1,2,1,162,0,1,0,1,164,162,0,1,0,1,164,162,0,1,0,1,164,162,0,1,0,1,164,162,0,1,0,1,164,163,0,0,0,0,1,164,0,0,0,0,164,0,0,163,0,0,0,0,163,,,,
20097005026,20,0050,2007,183,5,4,1,1,181,0,0,1,1,183,181,0,0,1,1,183,182,0,0,0,1,183,182,0,0,0,1,183,182,0,0,0,1,183,180,0,0,2,0,1,183,0,0,0,0,183,0,0,0,0,0,0,0,0,,,,
20097005026,20,0050,3001,13,0,0,0,0,13,0,0,0,0,13,13,0,0,0,0,13,13,0,0,0,0,13,13,0,0,0,0,13,13,0,0,0,0,13,10,0,0,0,3,0,10,0,0,0,0,13,0,0,1,0,0,0,0,1,,,,
20097005026,20,0050,3002,67,2,2,2,0,65,0,0,0,2,67,65,0,0,0,2,67,65,0,0,0,2,67,65,0,0,0,2,67,65,0,0,0,2,67,67,0,0,0,0,0,67,65,0,0,0,0,2,67,67,0,0,0,0,67,,,,
20097005026,20,0050,0001,454,12,9,12,3,452,0,1,0,1,454,445,0,1,0,8,454,451,0,1,0,2,454,451,0,1,0,2,454,451,0,1,0,2,454,451,0,1,1,0,1,454,0,0,0,0,454,0,0,0,0,0,0,0,0,,,,
Totals White County,,,,"2,534",40,30,29,10,"2,525",0,2,2,5,"2,534","2,507",0,2,4,21,"2,534","2,520",0,4,3,7,"2,534","2,520",0,4,3,7,"2,534","2,520",0,4,3,7,"2,534","1,916",1,3,12,596,6,"1,938",125,0,0,0,"2,407",2,127,619,0,0,3,3,625,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteside County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55098001026,55,0010,1002,202,0,0,0,0,202,0,0,0,0,202,200,0,2,0,0,202,202,0,0,0,0,202,202,0,0,0,0,202,202,0,0,0,0,202,202,0,0,0,0,0,202,0,0,0,0,201,0,0,0,0,0,0,0,0,,,,
55098001026,55,0010,2003,305,1,1,0,0,304,0,0,0,1,305,303,0,1,0,1,305,304,0,0,0,1,305,304,0,0,0,1,305,304,0,0,0,1,305,53,0,0,0,249,1,54,53,0,0,0,249,1,54,193,0,0,0,1,194,,,,
55098001026,55,0010,0001,218,1,1,0,0,217,1,0,0,0,218,216,1,1,0,0,218,217,1,0,0,0,218,217,1,0,0,0,218,217,1,0,0,0,218,215,1,1,0,0,1,218,0,0,0,0,216,0,0,0,0,0,0,0,0,,,,
55098001Z03,55,001Z,n/a,202,19,14,0,5,185,4,1,1,11,202,183,4,2,2,11,202,185,4,1,1,11,202,185,4,1,1,11,202,185,4,1,1,11,202,131,7,1,1,52,10,150,46,0,0,0,151,5,51,72,0,0,0,6,78,,,,
55098002026,55,0020,1002,231,0,0,0,0,230,1,0,0,0,231,230,1,0,0,0,231,230,1,0,0,0,231,230,1,0,0,0,231,230,1,0,0,0,231,229,1,0,1,0,0,231,0,0,0,0,230,0,0,0,0,0,0,0,0,,,,
55098002026,55,0020,2003,111,0,0,0,0,111,0,0,0,0,111,111,0,0,0,0,111,111,0,0,0,0,111,111,0,0,0,0,111,111,0,0,0,0,111,28,0,0,0,83,0,28,12,0,0,0,99,0,12,26,0,0,0,0,26,,,,
55098002026,55,0020,2005,376,0,0,0,0,376,0,0,0,0,376,376,0,0,0,0,376,375,0,1,0,0,376,375,0,1,0,0,376,375,0,1,0,0,376,69,0,0,1,305,0,70,0,0,0,0,374,0,0,69,0,1,0,0,70,,,,
55098002026,55,0020,3001,43,0,0,0,0,42,0,0,1,0,43,42,0,0,1,0,43,43,0,0,0,0,43,43,0,0,0,0,43,43,0,0,0,0,43,42,0,0,1,0,0,43,43,0,0,0,0,0,43,43,0,0,0,0,43,,,,
55098002026,55,0020,0001,363,0,0,0,0,363,0,0,0,0,363,361,0,0,2,0,363,363,0,0,0,0,363,363,0,0,0,0,363,363,0,0,0,0,363,360,0,0,3,0,0,363,0,0,0,0,360,0,0,0,0,0,0,0,0,,,,
55098002Y10,55,002Y,n/a,232,0,0,0,0,228,2,2,0,0,232,226,2,4,0,0,232,226,2,4,0,0,232,226,2,4,0,0,232,226,2,4,0,0,232,226,2,4,0,0,0,232,0,0,0,0,232,0,0,0,0,0,0,0,0,,,,
55098003026,55,0030,1004,234,0,0,0,0,234,0,0,0,0,234,234,0,0,0,0,234,234,0,0,0,0,234,234,0,0,0,0,234,234,0,0,0,0,234,0,0,0,0,234,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,,,,
55098003026,55,0030,2005,177,0,0,0,0,177,0,0,0,0,177,177,0,0,0,0,177,177,0,0,0,0,177,177,0,0,0,0,177,177,0,0,0,0,177,62,0,0,0,115,0,62,39,0,0,0,138,0,39,113,0,0,0,0,113,,,,
55098003026,55,0030,2006,357,3,1,3,2,352,4,1,0,0,357,351,4,1,0,1,357,351,4,1,1,0,357,351,4,1,1,0,357,351,4,1,1,0,357,112,0,0,0,245,0,112,64,0,0,0,293,0,64,206,1,0,0,0,207,,,,
55098003026,55,0030,0001,305,3,2,2,1,302,1,0,1,1,305,299,2,0,2,2,305,302,1,0,1,1,305,302,1,0,1,1,305,302,1,0,1,1,305,297,3,0,4,0,1,305,0,0,0,0,305,0,0,0,0,0,0,0,0,,,,
55098004X10,55,004X,n/a,157,13,11,0,2,150,3,0,0,4,157,150,3,0,0,4,157,151,3,0,0,3,157,154,3,0,0,0,157,154,3,0,0,0,157,72,0,0,0,82,3,75,21,0,0,0,136,0,21,61,2,0,0,3,66,,,,
55098005026,55,0050,1006,778,0,0,0,0,776,1,1,0,0,778,776,1,1,0,0,778,775,1,2,0,0,778,775,1,2,0,0,778,775,1,2,0,0,778,775,1,2,0,0,0,778,0,0,0,0,778,0,0,0,0,0,0,0,0,,,,
55098005026,55,0050,2005,517,0,0,0,0,514,3,0,0,0,517,514,3,0,0,0,517,514,3,0,0,0,517,514,3,0,0,0,517,514,3,0,0,0,517,74,0,0,0,443,0,74,74,0,0,0,443,0,74,514,3,0,0,0,517,,,,
55098005026,55,0050,2007,408,1,1,0,0,405,3,0,0,0,408,404,3,0,1,0,408,405,3,0,0,0,408,405,3,0,0,0,408,405,3,0,0,0,408,70,2,0,0,335,1,73,71,2,0,0,335,0,73,404,3,0,0,1,408,,,,
55098005026,55,0050,2008,317,0,0,0,0,316,1,0,0,0,317,316,1,0,0,0,317,315,1,1,0,0,317,315,1,1,0,0,317,315,1,1,0,0,317,92,1,0,1,223,0,94,0,0,0,0,317,0,0,0,0,0,0,0,0,,,,
55098005026,55,0050,2010,403,0,0,0,0,402,1,0,0,0,403,402,1,0,0,0,403,402,1,0,0,0,403,402,1,0,0,0,403,402,1,0,0,0,403,132,1,0,1,269,0,134,0,0,0,0,403,0,0,0,0,0,0,0,0,,,,
55098005026,55,0050,0014,"1,222",9,9,0,0,"1,220",2,0,0,0,"1,222","1,218",2,0,1,1,"1,222","1,220",2,0,0,0,"1,222","1,220",2,0,0,0,"1,222","1,220",2,0,0,0,"1,222","1,205",2,2,5,0,8,"1,222",0,0,0,0,"1,222",0,0,0,0,0,0,0,0,,,,
55098005X10,55,005X,n/a,301,0,0,0,0,301,0,0,0,0,301,301,0,0,0,0,301,301,0,0,0,0,301,301,0,0,0,0,301,301,0,0,0,0,301,152,0,0,0,149,0,152,15,0,0,0,286,0,15,101,0,0,0,0,101,,,,
55098006026,55,0060,1001,296,0,0,0,0,296,0,0,0,0,296,296,0,0,0,0,296,296,0,0,0,0,296,296,0,0,0,0,296,296,0,0,0,0,296,293,0,1,2,0,0,296,0,0,0,0,296,0,0,0,0,0,0,0,0,,,,
55098006026,55,0060,2002,261,0,0,0,0,258,1,0,2,0,261,258,1,0,2,0,261,259,1,0,1,0,261,259,1,0,1,0,261,259,1,0,1,0,261,26,0,0,0,235,0,26,26,0,0,0,235,0,26,260,1,0,0,0,261,,,,
55098006026,55,0060,2003,252,0,0,0,0,251,1,0,0,0,252,251,1,0,0,0,252,251,1,0,0,0,252,251,1,0,0,0,252,251,1,0,0,0,252,83,0,0,1,168,0,84,0,0,0,0,252,0,0,0,0,0,0,0,0,,,,
55098006026,55,0060,0001,393,0,0,0,0,393,0,0,0,0,393,392,1,0,0,0,393,392,0,0,1,0,393,392,0,0,1,0,393,392,0,0,1,0,393,390,2,0,1,0,0,393,0,0,0,0,393,0,0,0,0,0,0,0,0,,,,
55098011Z26,55,011Z,n/a,98,0,0,0,0,91,0,7,0,0,98,90,0,8,0,0,98,91,0,7,0,0,98,91,0,7,0,0,98,91,0,7,0,0,98,55,0,8,0,75,0,63,11,0,0,0,87,0,11,17,0,5,0,0,22,,,,
55098012002,55,0120,2001,258,0,0,1,0,258,0,0,0,0,258,258,0,0,0,0,258,257,0,0,1,0,258,257,0,0,1,0,258,257,0,0,1,0,258,99,0,0,0,159,0,99,10,0,0,0,248,0,10,44,0,0,0,0,44,,,,
55098012X06,55,012X,n/a,165,0,0,0,0,161,4,0,0,0,165,161,4,0,0,0,165,161,4,0,0,0,165,161,4,0,0,0,165,161,4,0,0,0,165,74,3,0,0,88,0,77,16,0,0,0,91,0,16,31,0,0,0,0,31,,,,
55098013002,55,0130,1004,328,0,0,0,0,328,0,0,0,0,328,328,0,0,0,0,328,328,0,0,0,0,328,328,0,0,0,0,328,328,0,0,0,0,328,328,0,0,0,0,0,328,0,0,0,0,328,0,0,0,0,0,0,0,0,,,,
55098013002,55,0130,2001,328,4,2,4,2,325,1,1,0,1,328,324,1,1,0,2,328,326,1,0,0,1,328,326,1,0,0,1,328,326,1,0,0,1,328,23,0,0,0,305,0,23,23,0,0,0,305,0,23,123,1,0,0,1,125,,,,
55098013002,55,0130,2002,302,4,1,4,3,301,0,0,0,1,302,301,0,0,0,1,302,301,0,0,0,1,302,301,0,0,0,1,302,301,0,0,0,1,302,105,0,0,0,197,0,105,0,0,0,0,302,0,0,0,0,0,0,0,0,,,,
55098014002,55,0140,2001,103,0,0,0,0,103,0,0,0,0,103,103,0,0,0,0,103,103,0,0,0,0,103,103,0,0,0,0,103,103,0,0,0,0,103,14,0,0,0,89,0,14,0,0,0,0,103,0,0,14,0,0,0,0,14,,,,
55098145004,55,1450,2001,308,0,0,0,0,302,6,0,0,0,308,302,6,0,0,0,308,300,7,1,0,0,308,300,7,1,0,0,308,300,7,1,0,0,308,133,4,0,0,171,0,137,0,0,0,0,308,0,0,103,2,1,0,0,106,,,,
55098301017,55,3010,0001,744,0,0,0,0,744,0,0,0,0,744,743,0,1,0,0,744,742,2,0,0,0,744,744,0,0,0,0,744,744,0,0,0,0,744,741,0,1,2,0,0,744,0,0,0,0,744,0,0,0,0,0,0,0,0,,,,
Totals Whiteside County,,,,"11,295",58,43,14,15,"11,218",40,13,5,19,"11,295","11,197",42,22,11,23,"11,295","11,210",43,18,6,18,"11,295","11,215",41,18,6,15,"11,295","11,215",41,18,6,15,"11,295","6,962",30,20,24,"4,271",25,"7,061",524,2,0,0,"10,694",6,532,"2,394",13,7,0,12,"2,426",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56099001X10,56,001X,n/a,180,8,4,0,4,176,1,0,0,3,180,176,1,0,0,3,180,179,1,0,0,0,180,179,1,0,0,0,180,179,1,0,0,0,180,72,2,0,0,105,1,75,6,0,0,0,174,0,6,26,0,0,0,0,26,,,,
56099002X10,56,002X,n/a,531,0,0,0,0,530,0,1,0,0,531,520,0,11,0,0,531,530,0,1,0,0,531,530,0,1,0,0,531,530,0,1,0,0,531,241,0,0,0,290,0,241,34,0,0,0,497,0,34,76,0,1,0,0,77,,,,
56099005X10,56,005X,n/a,323,2,1,0,1,315,6,1,0,1,323,315,6,1,0,1,323,315,6,1,0,1,323,315,6,1,0,1,323,315,6,1,0,1,323,108,4,1,0,209,1,114,76,4,1,0,242,0,81,154,6,1,0,0,161,,,,
56099013X10,56,013X,n/a,185,0,0,0,0,185,0,0,0,0,185,185,0,0,0,0,185,184,0,1,0,0,185,184,0,1,0,0,185,184,0,1,0,0,185,171,0,1,0,13,0,172,172,0,0,0,13,0,172,183,0,2,0,0,185,,,,
56099014X10,56,014X,n/a,86,0,0,0,0,86,0,0,0,0,86,86,0,0,0,0,86,86,0,0,0,0,86,86,0,0,0,0,86,86,0,0,0,0,86,45,0,0,0,41,0,45,3,0,0,0,83,0,3,28,0,0,0,0,28,,,,
56099015X10,56,015X,n/a,232,0,0,0,0,232,0,0,0,0,232,232,0,0,0,0,232,232,0,0,0,0,232,232,0,0,0,0,232,232,0,0,0,0,232,124,0,0,0,108,0,124,22,0,0,0,210,0,22,82,0,0,0,0,82,,,,
56099017002,56,0170,1001,351,1,0,0,1,351,0,0,0,0,351,351,0,0,0,0,351,351,0,0,0,0,351,351,0,0,0,0,351,351,0,0,0,0,351,351,0,0,0,0,0,351,0,0,0,0,351,0,0,0,0,0,0,0,0,,,,
56099017002,56,0170,2001,508,1,1,0,0,505,0,2,0,1,508,505,0,2,0,1,508,504,0,3,0,1,508,507,0,0,0,1,508,507,0,0,0,1,508,0,0,0,0,508,0,0,0,0,0,0,508,0,0,129,0,0,0,1,130,,,,
56099017002,56,0170,2002,311,1,0,1,1,311,0,0,0,0,311,311,0,0,0,0,311,311,0,0,0,0,311,311,0,0,0,0,311,311,0,0,0,0,311,303,0,1,7,0,0,311,0,0,0,0,311,0,0,0,0,0,0,0,0,,,,
56099017002,56,0170,2003,385,6,4,6,2,379,0,1,1,4,385,378,0,1,2,4,385,382,0,1,0,2,385,383,0,0,0,2,385,383,0,0,0,2,385,45,0,0,0,338,2,47,45,0,0,0,338,2,47,382,0,0,1,2,385,,,,
56099017X10,56,017X,n/a,415,0,0,0,0,415,0,0,0,0,415,415,0,0,0,0,415,415,0,0,0,0,415,415,0,0,0,0,415,415,0,0,0,0,415,211,0,0,0,204,0,211,59,0,0,0,356,0,59,186,0,0,0,0,186,,,,
56099020X10,56,020X,n/a,306,3,3,3,0,303,0,0,0,3,306,303,0,0,0,3,306,303,0,0,0,3,306,303,0,0,0,3,306,303,0,0,0,3,306,105,0,0,0,201,0,105,23,0,0,0,283,0,23,169,0,0,4,0,173,,,,
56099021X10,56,021X,n/a,250,3,0,3,3,246,3,1,0,0,250,246,3,1,0,0,250,246,3,1,0,0,250,246,3,1,0,0,250,246,3,1,0,0,250,129,2,1,0,118,0,132,43,0,0,0,207,0,43,111,1,0,0,0,112,,,,
56099022X10,56,022X,n/a,260,1,1,0,0,260,0,0,0,0,260,260,0,0,0,0,260,260,0,0,0,0,260,260,0,0,0,0,260,260,0,0,0,0,260,97,0,0,0,163,0,97,18,0,0,0,242,0,18,105,0,0,0,1,106,,,,
56099023X10,56,023X,n/a,192,0,0,0,0,192,0,0,0,0,192,192,0,0,0,0,192,190,1,1,0,0,192,190,1,1,0,0,192,190,1,1,0,0,192,90,0,0,2,100,0,92,11,0,0,0,181,0,11,37,0,0,0,0,37,,,,
56099024X10,56,024X,n/a,330,1,0,0,1,330,0,0,0,0,330,330,0,0,0,0,330,329,0,1,0,0,330,329,0,1,0,0,330,329,0,1,0,0,330,133,1,0,3,193,0,137,0,0,0,0,330,0,0,121,0,0,0,0,121,,,,
56099025X10,56,025X,n/a,543,0,0,0,0,540,3,0,0,0,543,539,3,0,1,0,543,538,3,0,2,0,543,538,3,0,2,0,543,538,3,0,2,0,543,226,0,0,3,314,0,229,29,0,0,0,514,0,29,195,3,0,1,0,199,,,,
56099027X10,56,027X,n/a,151,0,0,0,0,146,5,0,0,0,151,146,5,0,0,0,151,146,5,0,0,0,151,146,5,0,0,0,151,146,5,0,0,0,151,45,1,0,0,105,0,46,29,2,0,0,120,0,31,70,3,0,0,0,73,,,,
56099028X06,56,028X,n/a,127,3,0,0,3,124,0,0,3,0,127,124,0,0,3,0,127,124,0,0,3,0,127,124,0,0,3,0,127,124,0,0,3,0,127,75,0,0,3,49,0,78,35,0,0,2,90,0,37,42,0,0,2,0,44,,,,
56099029X06,56,029X,n/a,242,0,0,0,0,234,2,0,6,0,242,234,2,0,6,0,242,236,2,0,4,0,242,236,2,0,4,0,242,236,2,0,4,0,242,115,1,0,3,242,0,119,24,0,0,1,217,0,25,98,0,0,3,0,101,,,,
56099030C04,56,030C,1001,"1,212",1,1,3,0,"1,211",1,0,0,0,"1,212","1,211",1,0,0,0,"1,212","1,210",1,0,0,1,"1,212","1,211",1,0,0,0,"1,212","1,211",1,0,0,0,"1,212","1,208",1,0,3,0,0,"1,212",0,0,0,0,"1,212",0,0,0,0,0,0,0,0,,,,
56099030C04,56,030C,2002,522,2,0,2,2,521,0,1,0,0,522,521,0,1,0,0,522,520,0,1,1,0,522,520,0,1,1,0,522,520,0,1,1,0,522,83,0,0,3,436,0,86,0,0,0,0,522,0,0,78,0,0,0,0,78,,,,
56099030C04,56,030C,2003,611,6,0,6,6,611,0,0,0,0,611,611,0,0,0,0,611,610,0,0,1,0,611,611,0,0,0,0,611,611,0,0,0,0,611,116,0,0,0,495,0,116,0,0,0,0,611,0,0,299,0,0,0,0,299,,,,
56099030C04,56,030C,2004,548,4,1,4,3,547,1,0,0,0,548,544,1,1,1,1,548,546,1,1,0,0,548,547,1,0,0,0,548,547,1,0,0,0,548,106,0,0,4,438,0,110,0,0,0,0,548,0,0,83,1,1,0,0,85,,,,
56099030C04,56,030C,2005,785,11,7,3,4,777,1,0,0,7,785,777,1,0,0,7,785,777,1,0,0,7,785,777,1,0,0,7,785,775,1,2,0,7,785,197,0,0,4,0,0,201,92,0,1,0,0,0,93,475,0,1,0,0,476,,,,
56099031X10,56,031X,n/a,201,0,0,0,0,200,1,0,0,0,201,200,1,0,0,0,201,200,1,0,0,0,201,200,1,0,0,0,201,200,1,0,0,0,201,200,1,0,0,0,0,201,0,0,0,0,201,0,0,0,0,0,0,0,0,,,,
56099032X10,56,032X,n/a,251,0,0,3,0,251,0,0,0,0,251,251,0,0,0,0,251,251,0,0,0,0,251,251,0,0,0,0,251,251,0,0,0,0,251,105,0,1,2,143,0,108,0,0,0,0,251,0,0,31,0,0,0,0,31,,,,
56099033C04,56,033C,1001,808,0,0,0,0,808,0,0,0,0,808,808,0,0,0,0,808,807,0,1,0,0,808,807,0,1,0,0,808,807,0,1,0,0,808,806,0,1,1,0,0,808,0,0,0,0,808,0,0,0,0,0,0,0,0,,,,
56099033C04,56,033C,2003,470,0,0,0,0,468,2,0,0,0,470,469,0,0,1,0,470,468,2,0,0,0,470,470,0,0,0,0,470,470,0,0,0,0,470,11,0,0,0,459,0,11,11,0,0,0,459,0,11,283,0,0,0,0,283,,,,
56099033C04,56,033C,2005,762,2,0,2,2,761,1,0,0,0,762,761,1,0,0,0,762,759,2,1,0,0,762,762,0,0,0,0,762,762,0,0,0,0,762,749,11,0,2,0,0,762,0,0,0,0,762,0,0,0,0,0,0,0,0,,,,
56099033C04,56,033C,2006,658,0,0,0,0,656,1,1,0,0,658,657,1,0,0,0,658,654,1,0,3,0,658,657,1,0,0,0,658,657,1,0,0,0,658,7,0,0,0,651,0,7,7,0,0,0,651,0,7,354,1,0,0,0,355,,,,
56099033C04,56,033C,2007,653,0,0,0,0,650,1,1,1,0,653,652,1,0,0,0,653,652,1,0,0,0,653,652,1,0,0,0,653,652,1,0,0,0,653,10,0,0,1,642,0,11,11,0,0,0,642,0,11,415,0,1,2,0,418,,,,
