Immunization School Survey Report 2004-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCDT,Region,District,School,Total Sch. Enroll.,Total - NC,Unduplic.,Total Excluded,NC-PE Only,Polio Prot.,Polio Rel.,Polio Med.,Polio App. Sch.,Polio UP/NC,Polio Total,DTP Prot.,DTP-Rel.,DTP-Med.,DTP-AS,DTP-UP/NC,DTP-Total,Meas. Prot.,Meas. Rel.,Meas. Med.,Meas. AS,Meas. UP/NC,Meas. Total,Rubella Prot.,Rubella-Rel.,Rubella-Med.,Rubella-AS,Rubella-UP/NC,Rubella-Total,Mump Prot.,Mump Rel.,Mump Med.,Mump AS,Mump UP/NC,Mump Total,HepB Prot.,HepB Rel.,HepB Med.,HepB AS,HepB Excluded,HepB UP/NC,HepB Total,Hib Prot.,Hib Rel.,Hib Med.,Hib AS,Hib Excluded,Hib UP/NC,Hib Total,Cpox Prot.,Cpox Rel.,Cpox Med.,Cpox AS,Cpox UP/NC,Cpox Total,,,,
14016401026,14,4010,2005,219,0,0,0,0,219,0,0,0,0,219,219,0,0,0,0,219,219,0,0,0,0,219,219,0,0,0,0,219,219,0,0,0,0,219,0,0,0,0,219,0,0,100,0,0,0,119,0,100,218,0,0,1,0,219,,,,
14016401026,14,4010,0001,976,0,0,0,0,975,0,0,1,0,976,974,0,0,2,0,976,975,0,0,1,0,976,976,0,0,0,0,976,976,0,0,0,0,976,968,2,0,6,0,0,976,0,0,0,0,976,0,0,0,0,0,0,0,0,,,,
14016405X26,14,405X,n/a,90,3,3,0,0,90,0,0,0,0,90,90,0,0,0,0,90,90,0,0,0,0,90,90,0,0,0,0,90,89,0,0,0,1,90,60,0,0,0,30,0,60,56,0,0,0,34,0,56,78,0,0,0,2,80,,,,
14016408X10,14,408X,n/a,205,0,0,1,0,205,0,0,0,0,205,205,0,0,0,0,205,203,0,0,2,0,205,203,0,0,2,0,205,203,0,0,2,0,205,96,0,0,1,108,0,97,14,0,0,0,191,0,14,31,1,0,0,0,32,,,,
14016410X10,14,410X,n/a,191,18,10,35,8,180,0,0,1,10,191,180,0,0,1,10,191,181,0,0,1,9,191,181,0,0,1,9,191,181,0,0,1,9,191,45,0,0,1,140,5,51,15,0,0,0,175,1,16,15,0,0,0,5,20,,,,
14016412X10,14,412X,n/a,136,0,0,0,0,136,0,0,0,0,136,136,0,0,0,0,136,136,0,0,0,0,136,136,0,0,0,0,136,136,0,0,0,0,136,49,0,0,0,87,0,49,29,0,0,0,107,0,29,86,0,0,0,0,86,,,,
14016413X10,14,413X,n/a,181,9,4,0,5,177,0,0,0,4,181,177,0,0,0,4,181,177,0,0,0,4,181,177,0,0,0,4,181,177,0,0,0,4,181,101,0,0,0,76,4,105,20,0,0,0,157,4,24,66,0,0,0,4,70,,,,
14016417X10,14,417X,n/a,564,4,4,0,0,559,1,0,0,4,564,559,1,0,0,4,564,559,1,0,0,4,564,559,1,0,0,4,564,559,1,0,0,4,564,288,1,1,0,270,4,294,38,0,0,0,524,2,40,79,0,1,0,4,84,,,,
14016419X10,14,419X,n/a,650,3,3,3,0,647,3,0,0,0,650,647,3,0,0,0,650,646,3,0,0,1,650,647,3,0,0,0,650,647,3,0,0,0,650,332,0,0,0,316,2,334,60,0,0,0,590,0,60,119,3,0,0,0,122,,,,
14016420X10,14,420X,n/a,230,0,0,0,0,230,0,0,0,0,230,229,0,1,0,0,230,230,0,0,0,0,230,230,0,0,0,0,230,230,0,0,0,0,230,48,0,0,0,182,0,48,20,0,0,0,210,0,20,74,0,0,0,0,74,,,,
14016422X10,14,422X,n/a,267,0,0,0,0,266,0,0,1,0,267,265,0,0,2,0,267,266,0,0,1,0,267,266,0,0,1,0,267,266,0,0,1,0,267,132,0,0,3,132,0,135,23,0,0,0,244,0,23,106,0,0,0,0,106,,,,
14016423X10,14,423X,n/a,195,0,0,0,0,195,0,0,0,0,195,195,0,0,0,0,195,195,0,0,0,0,195,195,0,0,0,0,195,195,0,0,0,0,195,104,0,0,0,91,0,104,22,0,0,0,173,0,22,40,0,0,0,0,40,,,,
14016424S19,14,424S,n/a,34,0,0,0,0,28,0,0,6,0,34,28,0,0,6,0,34,28,0,0,6,0,34,28,0,0,6,0,34,28,0,0,6,0,34,28,0,0,6,0,0,34,0,0,0,0,34,0,0,28,0,0,6,0,34,,,,
14016426X01,14,426X,n/a,157,1,0,0,1,156,1,0,0,0,157,156,1,0,0,0,157,156,1,0,0,0,157,156,1,0,0,0,157,156,1,0,0,0,157,49,1,0,0,107,0,50,49,1,0,0,107,0,50,71,2,0,0,0,73,,,,
14016427X01,14,427X,n/a,117,0,0,0,0,117,0,0,0,0,117,117,0,0,0,0,117,117,0,0,0,0,117,117,0,0,0,0,117,117,0,0,0,0,117,53,0,0,0,64,0,53,53,0,0,0,64,0,53,53,0,0,0,0,53,,,,
14016434X10,14,434X,n/a,214,0,0,0,0,214,0,0,0,0,214,214,0,0,0,0,214,214,0,0,0,0,214,214,0,0,0,0,214,214,0,0,0,0,214,93,0,0,10,111,0,103,10,0,0,0,204,0,10,31,0,0,0,0,31,,,,
14016435S19,14,435S,n/a,25,0,0,0,0,25,0,0,0,0,25,25,0,0,0,0,25,25,0,0,0,0,25,25,0,0,0,0,25,25,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,,,,
14016436X10,14,436X,n/a,229,0,0,0,0,229,0,0,0,0,229,229,0,0,0,0,229,229,0,0,0,0,229,229,0,0,0,0,229,229,0,0,0,0,229,93,0,0,0,136,0,93,7,0,0,0,222,0,7,79,0,0,0,0,79,,,,
14016438X10,14,438X,n/a,325,0,0,0,0,325,0,0,0,0,325,325,0,0,0,0,325,325,0,0,0,0,325,325,0,0,0,0,325,325,0,0,0,0,325,167,0,0,0,158,0,167,27,0,0,0,298,0,27,115,0,0,0,0,115,,,,
14016439X10,14,439X,n/a,355,0,0,0,0,354,0,0,1,0,355,355,0,0,0,0,355,353,0,0,2,0,355,353,0,0,2,0,355,353,0,0,2,0,355,195,0,0,2,158,0,197,69,0,0,0,286,0,69,163,0,2,2,0,167,,,,
14016441X10,14,441X,n/a,165,5,3,5,2,161,0,0,1,3,165,161,0,0,1,3,165,161,0,0,1,3,165,161,0,0,1,3,165,161,0,0,1,3,165,88,0,0,1,70,4,93,58,0,0,1,104,0,59,105,0,0,1,0,106,,,,
14016442S19,14,442S,n/a,36,14,7,0,7,29,0,0,0,7,36,29,0,0,0,7,36,29,0,0,0,7,36,29,0,0,0,7,36,29,0,0,0,7,36,28,0,1,0,7,0,29,0,0,0,0,36,0,0,0,0,0,0,0,0,,,,
14016445X10,14,445X,n/a,229,16,7,21,9,222,0,0,0,7,229,222,0,0,0,7,229,221,0,0,1,7,229,221,0,0,1,7,229,221,0,0,1,7,229,92,0,0,4,126,7,103,20,0,0,0,209,0,20,83,0,0,2,0,85,,,,
14016451S19,14,451S,n/a,27,11,11,0,0,16,0,0,0,11,27,16,0,0,0,11,27,16,0,0,0,11,27,16,0,0,0,11,27,16,0,0,0,11,27,16,0,0,0,0,11,27,0,0,0,0,27,0,0,0,0,0,0,0,0,,,,
14016453X10,14,453X,n/a,239,0,0,0,0,239,0,0,0,0,239,239,0,0,0,0,239,239,0,0,0,0,239,239,0,0,0,0,239,239,0,0,0,0,239,48,0,1,0,190,0,49,26,0,0,0,213,0,26,60,0,0,0,0,60,,,,
14016455X10,14,455X,n/a,423,0,0,0,0,423,0,0,0,0,423,423,0,0,0,0,423,423,0,0,0,0,423,423,0,0,0,0,423,423,0,0,0,0,423,423,0,0,0,0,0,423,423,0,0,0,0,0,423,423,0,0,0,0,423,,,,
14016456X10,14,456X,n/a,792,0,0,0,0,790,2,0,0,0,792,790,2,0,0,0,792,789,2,1,0,0,792,789,2,1,0,0,792,789,2,1,0,0,792,399,2,0,0,391,0,401,74,0,0,0,718,0,74,326,0,0,0,0,326,,,,
14016460X10,14,460X,n/a,320,21,13,0,8,299,0,0,0,21,320,299,0,0,0,21,320,299,0,0,0,21,320,299,0,0,0,21,320,299,0,0,0,21,320,308,0,0,0,0,12,320,316,0,0,0,0,4,320,309,0,0,0,11,320,,,,
14016463X10,14,463X,n/a,210,0,0,0,0,210,0,0,0,0,210,210,0,0,0,0,210,210,0,0,0,0,210,210,0,0,0,0,210,210,0,0,0,0,210,93,0,0,0,117,0,93,30,0,0,0,180,0,30,55,0,0,0,0,55,,,,
14016466X10,14,466X,n/a,239,1,1,0,0,238,0,0,0,1,239,238,0,0,0,1,239,238,0,0,0,1,239,238,0,0,0,1,239,238,0,0,0,1,239,124,0,0,0,115,0,124,24,0,0,0,215,0,24,96,0,0,0,1,97,,,,
14016468X10,14,468X,n/a,107,0,0,0,0,107,0,0,0,0,107,107,0,0,0,0,107,107,0,0,0,0,107,107,0,0,0,0,107,107,0,0,0,0,107,64,0,0,0,43,0,64,16,0,0,0,91,0,16,23,0,0,0,0,23,,,,
14016469X10,14,469X,n/a,378,0,0,0,0,378,0,0,0,0,378,378,0,0,0,0,378,378,0,0,0,0,378,378,0,0,0,0,378,378,0,0,0,0,378,195,0,0,1,182,0,196,53,0,0,0,325,0,53,90,0,0,0,0,90,,,,
14016473X10,14,473X,n/a,192,10,10,0,182,184,0,0,0,8,192,184,0,0,0,8,192,181,0,1,0,10,192,181,0,1,0,10,192,181,0,1,0,10,192,182,0,1,0,0,9,192,182,0,0,0,0,10,192,165,0,15,0,12,192,,,,
14016474X10,14,474X,n/a,144,2,1,0,1,143,0,0,0,1,144,143,0,0,0,1,144,143,0,0,0,1,144,143,0,0,0,1,144,143,0,0,0,1,144,65,0,0,0,78,1,66,13,0,0,0,130,1,14,58,0,0,0,1,59,,,,
14016475X10,14,475X,n/a,697,0,0,0,0,695,2,0,0,0,697,695,2,0,0,0,697,695,2,0,0,0,697,695,2,0,0,0,697,695,2,0,0,0,697,339,1,0,1,356,0,341,0,0,0,0,697,0,0,48,0,0,0,0,48,,,,
14016476X10,14,476X,n/a,217,0,0,0,0,216,0,0,1,0,217,216,0,0,1,0,217,217,0,0,0,0,217,217,0,0,0,0,217,217,0,0,0,0,217,110,0,0,0,107,0,110,27,0,0,0,190,0,27,39,0,1,1,0,41,,,,
14016477X10,14,477X,n/a,571,1,1,1,0,570,0,0,0,1,571,570,0,0,0,1,571,570,0,0,0,1,571,570,0,0,0,1,571,570,0,0,0,1,571,297,0,0,1,272,1,299,60,0,0,0,510,1,61,220,0,0,0,1,221,,,,
14016478X10,14,478X,n/a,349,0,0,0,0,349,0,0,0,0,349,347,0,2,0,0,349,349,0,0,0,0,349,349,0,0,0,0,349,349,0,0,0,0,349,173,0,0,0,176,0,173,23,0,0,0,326,0,23,121,0,1,0,0,122,,,,
14016479Z20,14,479Z,n/a,"1,292",102,62,0,40,"1,216",12,7,6,51,"1,292","1,205",11,10,7,59,"1,292","1,223",11,7,5,46,"1,292","1,266",11,7,1,7,"1,292","1,266",11,7,1,7,"1,292",581,4,5,1,668,33,624,502,2,0,0,768,20,524,744,8,1,0,31,784,,,,
14016480X10,14,480X,n/a,476,0,0,0,0,474,2,0,0,0,476,474,2,0,0,0,476,475,1,0,0,0,476,475,1,0,0,0,476,475,1,0,0,0,476,443,1,0,0,32,0,444,31,0,0,0,445,0,31,83,1,0,0,0,84,,,,
14016481X10,14,481X,n/a,245,0,0,0,0,244,1,0,0,0,245,244,1,0,0,0,245,245,0,0,0,0,245,245,0,0,0,0,245,245,0,0,0,0,245,118,1,2,2,122,0,123,28,0,0,1,216,0,29,90,0,0,2,0,92,,,,
14016482X10,14,482X,n/a,483,3,3,0,0,480,0,0,0,3,483,480,0,0,0,3,483,480,0,0,0,3,483,480,0,0,0,3,483,480,0,0,0,3,483,242,0,0,0,241,1,243,91,0,0,0,394,0,91,237,0,0,0,1,238,,,,
14016483X10,14,483X,n/a,320,13,9,9,4,315,0,0,0,5,320,313,0,0,2,5,320,314,0,0,0,6,320,313,0,0,0,7,320,313,0,0,0,7,320,131,0,0,2,178,9,142,38,0,0,0,282,0,38,141,0,0,0,1,142,,,,
14016484X10,14,484X,n/a,165,0,0,0,0,165,0,0,0,0,165,165,0,0,0,0,165,165,0,0,0,0,165,165,0,0,0,0,165,165,0,0,0,0,165,83,0,0,0,82,0,83,20,0,0,0,145,0,20,71,0,0,0,0,71,,,,
14016485X10,14,485X,n/a,452,0,0,0,0,449,2,1,0,0,452,450,2,0,0,0,452,450,2,0,0,0,452,447,2,3,0,0,452,447,2,3,0,0,452,183,2,1,0,266,0,186,37,0,0,0,415,0,37,77,0,1,0,0,78,,,,
14016486X10,14,486X,n/a,686,0,0,0,0,685,0,1,0,0,686,685,0,1,0,0,686,684,0,1,1,0,686,684,0,1,1,0,686,684,0,1,1,0,686,378,0,0,0,308,0,378,0,0,0,0,686,0,0,0,0,0,0,0,0,,,,
14016487X10,14,487X,n/a,162,0,0,0,0,162,0,0,0,0,162,162,0,0,0,0,162,162,0,0,0,0,162,162,0,0,0,0,162,162,0,0,0,0,162,73,0,0,0,89,0,73,3,0,0,0,159,0,3,71,0,0,0,0,71,,,,
14016490X10,14,490X,n/a,513,0,0,0,0,512,1,0,0,0,513,512,1,0,0,0,513,512,1,0,0,0,513,512,1,0,0,0,513,512,1,0,0,0,513,235,1,0,0,277,0,236,23,0,0,0,490,0,23,186,0,0,0,0,186,,,,
14016491X10,14,491X,n/a,324,0,0,0,0,317,2,3,2,0,324,317,2,3,2,0,324,316,2,3,3,0,324,316,2,3,3,0,324,316,2,3,3,0,324,140,2,0,0,182,0,142,21,0,0,0,303,0,21,95,2,2,1,0,100,,,,
14016492X10,14,492X,n/a,349,6,6,20,0,349,0,0,0,0,349,349,0,0,0,0,349,349,0,0,0,0,349,349,0,0,0,0,349,349,0,0,0,0,349,198,0,0,10,131,10,218,22,0,0,3,321,3,28,89,0,0,7,7,103,,,,
14016494X10,14,494X,n/a,152,0,0,0,0,148,2,1,1,0,152,148,2,0,2,0,152,141,2,6,3,0,152,143,2,4,3,0,152,143,2,4,3,0,152,64,1,2,1,84,0,68,63,1,0,4,84,0,68,125,3,7,5,0,140,,,,
14016495X10,14,495X,n/a,395,0,0,0,0,395,0,0,0,0,395,395,0,0,0,0,395,395,0,0,0,0,395,395,0,0,0,0,395,395,0,0,0,0,395,191,0,0,1,203,0,192,15,0,0,0,380,0,15,132,0,0,0,0,132,,,,
14016500X10,14,500X,n/a,156,0,0,0,0,156,0,0,0,0,156,156,0,0,0,0,156,156,0,0,0,0,156,156,0,0,0,0,156,156,0,0,0,0,156,86,0,0,0,70,0,86,17,0,0,0,139,0,17,65,0,0,0,0,65,,,,
14016503X10,14,503X,n/a,467,0,0,1,0,463,0,4,0,0,467,463,0,4,0,0,467,463,0,4,0,0,467,463,0,4,0,0,467,463,0,4,0,0,467,237,7,0,0,223,0,244,69,4,0,0,394,0,73,205,4,0,0,0,209,,,,
14016504X10,14,504X,n/a,594,0,0,0,0,593,0,1,0,0,594,593,0,1,0,0,594,592,0,2,0,0,594,592,0,2,0,0,594,592,0,2,0,0,594,307,0,0,3,281,0,310,70,0,0,0,524,0,70,242,0,0,0,0,242,,,,
14016505X10,14,505X,n/a,173,0,0,0,0,172,1,0,0,0,173,172,1,0,0,0,173,172,1,0,0,0,173,172,1,0,0,0,173,172,1,0,0,0,173,86,3,0,0,84,0,89,10,0,0,0,163,0,10,53,0,0,0,0,53,,,,
14016506X10,14,506X,n/a,285,14,11,21,3,279,0,0,4,2,285,277,0,0,6,2,285,278,0,0,3,4,285,276,0,0,5,4,285,276,0,0,5,4,285,149,0,0,6,129,1,156,23,0,0,0,261,1,24,46,0,0,0,2,48,,,,
14016508X10,14,508X,n/a,541,0,0,0,0,541,0,0,0,0,541,541,0,0,0,0,541,540,1,0,0,0,541,541,0,0,0,0,541,541,0,0,0,0,541,200,0,0,0,341,0,200,63,0,0,0,478,0,63,227,0,0,0,0,227,,,,
14016509X10,14,509X,n/a,588,0,0,0,0,587,0,1,0,0,588,588,0,0,0,0,588,587,0,1,0,0,588,588,0,0,0,0,588,588,0,0,0,0,588,289,0,1,3,295,0,293,30,0,0,0,558,0,30,197,0,0,0,0,197,,,,
14016510X10,14,510X,n/a,192,1,1,1,0,191,0,0,0,1,192,191,0,0,0,1,192,191,0,0,0,1,192,191,0,0,0,1,192,191,0,0,0,1,192,191,0,0,0,0,1,192,22,0,0,0,169,1,23,73,0,0,0,1,74,,,,
14016512X10,14,512X,n/a,292,0,0,0,0,292,0,0,0,0,292,292,0,0,0,0,292,292,0,0,0,0,292,292,0,0,0,0,292,292,0,0,0,0,292,92,0,0,0,200,0,92,70,0,0,0,222,0,70,98,0,0,0,0,98,,,,
14016517Y14,14,517Y,n/a,47,0,0,0,0,47,0,0,0,0,47,47,0,0,0,0,47,47,0,0,0,0,47,47,0,0,0,0,47,47,0,0,0,0,47,47,0,0,0,0,0,47,0,0,0,0,47,0,0,0,0,0,0,0,0,,,,
14016519X10,14,519X,n/a,424,0,0,0,0,424,0,0,0,0,424,424,0,0,0,0,424,424,0,0,0,0,424,424,0,0,0,0,424,424,0,0,0,0,424,67,0,0,1,356,0,68,14,0,0,0,410,0,14,42,0,0,0,0,42,,,,
14016520X14,14,520X,n/a,255,13,12,0,1,255,0,0,0,0,255,251,0,0,0,4,255,251,0,0,0,4,255,255,0,0,0,0,255,255,0,0,0,0,255,62,0,0,0,192,1,63,0,0,0,0,255,0,0,126,0,0,0,3,129,,,,
14016521X10,14,521X,n/a,189,0,0,0,0,189,0,0,0,0,189,189,0,0,0,0,189,189,0,0,0,0,189,189,0,0,0,0,189,189,0,0,0,0,189,189,0,0,0,0,0,189,28,0,0,0,161,0,28,85,0,0,0,0,85,,,,
14016523X10,14,523X,n/a,690,1,0,1,1,690,0,0,0,0,690,689,0,1,0,0,690,688,0,2,0,0,690,688,0,2,0,0,690,688,0,2,0,0,690,371,0,0,0,319,0,371,74,0,0,0,616,0,74,249,0,2,0,0,251,,,,
14016524X10,14,524X,n/a,192,0,0,1,0,190,1,0,1,0,192,190,1,0,1,0,192,190,1,0,1,0,192,190,1,0,1,0,192,190,1,0,1,0,192,32,1,0,1,158,0,34,21,1,0,1,169,0,23,75,1,0,1,0,77,,,,
14016525X10,14,525X,n/a,276,0,0,1,0,276,0,0,0,0,276,276,0,0,0,0,276,274,0,2,0,0,276,273,0,3,0,0,276,273,0,3,0,0,276,135,0,1,0,140,0,136,14,0,0,0,262,0,14,101,0,0,0,0,101,,,,
14016526X10,14,526X,n/a,269,0,0,0,0,269,0,0,0,0,269,269,0,0,0,0,269,240,0,0,29,0,269,240,0,0,29,0,269,240,0,0,29,0,269,83,0,0,0,186,0,83,33,0,0,0,236,0,33,113,0,0,0,0,113,,,,
14016528X10,14,528X,n/a,469,0,0,0,0,469,0,0,0,0,469,469,0,0,0,0,469,469,0,0,0,0,469,469,0,0,0,0,469,469,0,0,0,0,469,238,0,0,0,231,0,238,49,0,0,0,420,0,49,183,0,0,0,0,183,,,,
14016529X10,14,529X,n/a,706,1,1,1,0,706,0,0,0,0,706,704,0,2,0,0,706,705,0,1,0,0,706,705,0,1,0,0,706,705,0,1,0,0,706,345,1,0,1,359,0,347,70,0,0,0,635,1,71,288,0,0,0,1,289,,,,
14016530X10,14,530X,n/a,235,0,0,0,0,234,1,0,0,0,235,234,1,0,0,0,235,234,1,0,0,0,235,234,1,0,0,0,235,234,1,0,0,0,235,111,1,0,0,123,0,112,42,0,0,0,193,0,42,66,0,0,1,0,67,,,,
14016533X16,14,533X,n/a,83,5,5,0,0,78,0,0,0,5,83,78,0,0,0,5,83,78,0,0,0,5,83,78,0,0,0,5,83,78,0,0,0,5,83,78,0,0,0,33,5,83,78,0,0,0,33,5,83,72,0,0,0,5,77,,,,
14016535X10,14,535X,n/a,189,0,0,2,0,189,0,0,0,0,189,189,0,0,0,0,189,189,0,0,0,0,189,189,0,0,0,0,189,189,0,0,0,0,189,84,0,0,0,105,0,84,0,0,0,0,189,0,0,65,0,0,0,0,65,,,,
14016537X10,14,537X,n/a,177,0,0,0,0,177,0,0,0,0,177,177,0,0,0,0,177,177,0,0,0,0,177,177,0,0,0,0,177,177,0,0,0,0,177,78,0,0,0,99,0,78,19,0,0,0,158,0,19,38,0,0,0,0,38,,,,
14016539X10,14,539X,n/a,195,6,3,5,3,190,0,0,5,0,195,190,0,0,5,0,195,190,0,0,5,0,195,190,0,0,5,0,195,190,0,0,5,0,195,31,0,0,3,158,3,37,15,0,0,1,179,0,16,33,0,0,1,0,34,,,,
14016541X10,14,541X,n/a,344,2,1,2,1,344,0,0,0,0,344,344,0,0,0,0,344,344,0,0,0,0,344,344,0,0,0,0,344,344,0,0,0,0,344,181,0,0,0,162,1,182,24,0,0,0,320,0,24,126,0,0,1,0,127,,,,
14016542X10,14,542X,n/a,560,0,0,0,0,560,0,0,0,0,560,559,0,1,0,0,560,559,0,1,0,0,560,559,0,1,0,0,560,559,0,1,0,0,560,299,0,1,0,260,0,300,59,0,0,0,501,0,59,199,0,0,0,0,199,,,,
14016544X10,14,544X,n/a,280,0,0,0,0,280,0,0,0,0,280,280,0,0,0,0,280,280,0,0,0,0,280,280,0,0,0,0,280,280,0,0,0,0,280,99,0,1,0,180,0,100,32,0,0,0,248,0,32,124,0,0,0,0,124,,,,
14016546X10,14,546X,n/a,201,0,0,0,0,201,0,0,0,0,201,201,0,0,0,0,201,201,0,0,0,0,201,201,0,0,0,0,201,201,0,0,0,0,201,109,0,0,0,92,0,109,20,0,0,0,181,0,20,73,0,0,0,0,73,,,,
14016547X10,14,547X,n/a,286,31,25,0,6,274,0,2,0,10,286,276,0,2,0,8,286,273,0,3,0,10,286,273,0,3,0,10,286,273,0,3,0,10,286,152,0,3,0,129,2,157,22,0,0,0,264,0,22,99,0,0,0,3,102,,,,
14016548X10,14,548X,n/a,567,0,0,0,0,567,0,0,0,0,567,567,0,0,0,0,567,566,0,1,0,0,567,566,0,1,0,0,567,566,0,1,0,0,567,297,0,0,0,270,0,297,63,0,0,0,504,0,63,235,0,0,0,0,235,,,,
14016551X10,14,551X,n/a,434,0,0,0,0,433,1,0,0,0,434,432,1,1,0,0,434,433,1,0,0,0,434,433,1,0,0,0,434,433,1,0,0,0,434,204,0,0,0,230,0,204,0,0,0,0,434,0,0,121,1,0,0,0,122,,,,
14016552X10,14,552X,n/a,293,0,0,0,0,293,0,0,0,0,293,293,0,0,0,0,293,292,0,0,1,0,293,292,0,0,1,0,293,292,0,0,1,0,293,137,0,0,0,156,0,137,0,0,0,0,293,0,0,0,0,0,0,0,0,,,,
14016553X10,14,553X,n/a,358,0,0,0,0,335,0,0,23,0,358,335,0,0,23,0,358,335,0,0,23,0,358,335,0,0,23,0,358,335,0,0,23,0,358,185,0,0,14,159,0,199,48,0,0,14,296,0,62,70,0,0,19,0,89,,,,
14016554X10,14,554X,n/a,541,2,1,1,1,537,1,1,1,1,541,539,1,0,0,1,541,536,1,1,2,1,541,533,1,4,2,1,541,533,1,4,2,1,541,269,1,0,2,269,0,272,68,0,0,0,473,0,68,238,0,2,0,0,240,,,,
14016556X10,14,556X,n/a,320,5,0,0,5,320,0,0,0,0,320,320,0,0,0,0,320,320,0,0,0,0,320,320,0,0,0,0,320,320,0,0,0,0,320,317,0,1,2,0,0,320,0,0,0,0,319,0,0,318,0,2,0,0,320,,,,
14016558X10,14,558X,n/a,292,2,0,4,2,288,2,2,0,0,292,288,2,2,0,0,292,289,1,2,0,0,292,289,1,2,0,0,292,289,1,2,0,0,292,95,1,0,0,196,0,96,31,0,0,0,261,0,31,54,0,0,0,0,54,,,,
14016559X10,14,559X,n/a,264,2,1,0,1,263,0,0,0,1,264,263,0,0,0,1,264,261,0,2,0,1,264,262,0,1,0,1,264,262,0,1,0,1,264,131,0,0,0,132,1,132,21,0,0,0,242,1,22,38,0,1,0,1,40,,,,
14016560X10,14,560X,n/a,462,0,0,0,0,458,3,1,0,0,462,457,3,2,0,0,462,456,3,3,0,0,462,459,3,0,0,0,462,459,3,0,0,0,462,176,1,0,0,285,0,177,75,1,0,0,386,0,76,118,2,0,0,0,120,,,,
14016561X10,14,561X,n/a,245,0,0,0,0,245,0,0,0,0,245,244,0,0,1,0,245,244,0,0,1,0,245,245,0,0,0,0,245,245,0,0,0,0,245,111,0,0,2,132,0,113,37,0,0,0,208,0,37,67,0,0,0,0,67,,,,
14016563X10,14,563X,n/a,298,0,0,0,0,297,1,0,0,0,298,297,1,0,0,0,298,296,1,1,0,0,298,297,1,0,0,0,298,297,1,0,0,0,298,158,0,0,1,139,0,159,0,0,0,0,298,0,0,16,1,0,0,0,17,,,,
14016567X10,14,567X,n/a,610,49,37,63,12,599,4,0,7,0,610,597,4,0,7,2,610,586,4,0,7,13,610,586,4,0,7,13,610,586,4,0,7,13,610,55,0,0,0,555,0,55,40,0,0,0,555,15,55,106,0,0,0,0,106,,,,
14016571X10,14,571X,n/a,234,0,0,0,0,233,0,0,1,0,234,233,0,0,1,0,234,233,0,0,1,0,234,233,0,0,1,0,234,233,0,0,1,0,234,107,0,0,2,125,0,109,29,0,0,0,205,0,29,101,0,2,2,0,105,,,,
14016572X10,14,572X,n/a,230,0,0,0,0,230,0,0,0,0,230,230,0,0,0,0,230,229,0,0,1,0,230,229,0,0,1,0,230,229,0,0,1,0,230,112,0,0,2,116,0,114,25,0,0,0,205,0,25,99,0,0,0,0,99,,,,
14016574X16,14,574X,n/a,39,0,0,0,0,39,0,0,0,0,39,39,0,0,0,0,39,39,0,0,0,0,39,39,0,0,0,0,39,39,0,0,0,0,39,39,0,0,0,0,0,39,39,0,0,0,0,0,39,39,0,0,0,0,39,,,,
14016575X10,14,575X,n/a,25,0,0,0,0,25,0,0,0,0,25,25,0,0,0,0,25,25,0,0,0,0,25,25,0,0,0,0,25,25,0,0,0,0,25,25,0,0,0,0,0,25,25,0,0,0,0,0,25,25,0,0,0,0,25,,,,
14016577X10,14,577X,n/a,769,0,0,0,0,765,3,0,1,0,769,764,3,1,1,0,769,755,12,2,0,0,769,765,2,2,0,0,769,765,2,2,0,0,769,259,7,1,0,502,0,267,28,1,0,0,740,0,29,320,1,2,0,0,323,,,,
14016578X10,14,578X,n/a,220,0,0,0,0,220,0,0,0,0,220,220,0,0,0,0,220,220,0,0,0,0,220,220,0,0,0,0,220,220,0,0,0,0,220,102,0,0,0,118,0,102,0,0,0,0,220,0,0,72,0,0,0,0,72,,,,
14016582X10,14,582X,n/a,245,0,0,0,0,245,0,0,0,0,245,245,0,0,0,0,245,245,0,0,0,0,245,245,0,0,0,0,245,245,0,0,0,0,245,110,0,0,0,135,0,110,38,0,0,0,207,0,38,129,0,0,0,0,129,,,,
14016583X16,14,583X,n/a,72,6,3,0,3,69,0,0,0,3,72,69,0,0,0,3,72,69,0,0,0,3,72,69,0,0,0,3,72,69,0,0,0,3,72,50,0,0,0,18,4,54,51,0,0,0,18,3,54,67,0,0,0,5,72,,,,
14016585X10,14,585X,n/a,283,3,0,0,3,282,1,0,0,0,283,282,1,0,0,0,283,280,1,0,2,0,283,280,1,0,2,0,283,280,1,0,2,0,283,164,0,0,1,118,0,165,28,0,0,1,254,0,29,93,0,0,4,0,97,,,,
14016588X10,14,588X,n/a,280,1,1,1,0,278,0,1,0,1,280,278,0,1,0,1,280,279,0,0,0,1,280,279,0,0,0,1,280,279,0,0,0,1,280,139,0,0,0,140,1,140,22,0,0,0,258,0,22,50,0,0,0,1,51,,,,
14016589Z26,14,589Z,n/a,176,0,0,0,0,176,0,0,0,0,176,176,0,0,0,0,176,176,0,0,0,0,176,176,0,0,0,0,176,176,0,0,0,0,176,57,0,0,0,119,0,57,21,0,0,0,155,0,21,85,0,0,0,0,85,,,,
